transaction_info,merchant_name,Category,Predicted_Category
AckermansC  Barberton   MP          MPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
NANDO ' S ERMELO        Ermelo      ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Ackermans Ermelo Merin  MP          MPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Dunns Welkom            FS          FSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Dischem Lakeside Mall   GP          GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SASOL NORTHMEAD         Benoni      ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Ackerman Connect Durba  KZ          KZZA,GiftCentral Card Issuer (POS),Technology,Technology
LiquorShop Britannia    SB036576    KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
COSMIX BEAUTY JOE SLOV  Beach       ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Tops Super A Norwood    Gauteng SoutGSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Boxer Spr Yeoville      Yeoville    KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
ELLISPARK DEBONAIRS     Jeppestown  ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
MCD Ellis Park (0307)   DoornfonteinGPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Shoprite Yeoville       SB007557    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Spar Super A Norwood    Gauteng SoutGSZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Clicks Campus Square    JHB         GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEDROS UMHLANGA         Umhlanga RocZAZA,GiftCentral Card Issuer (POS),Healthcare,Healthcare
Nandos Reservoir Hills  KwaZulu NataKZZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Nandos Welkom           Gauteng     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CHICKEN LICKEN THABONG  WELKOM      FSZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
LiquorShop Boitumelo    SB035041    FSZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Checkers Goldfields     SB058922    NCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Spar Menlo              Gauteng SoutGSZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
WALTLOO MEAT & CHICKEN  SANDTON     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
CheckersHyper Fourways  SB007311    GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
FLM Waterfall Ridge     Gauteng NortGNZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Checkers Mall of Afric  SB087276    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Shoprite Savoy          SB081076    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
MUTHUMUNI               Industria WeZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEP CELL 4727 THOHOYAN  GP          GPZA,GiftCentral Card Issuer (POS),Technology,Technology
Nandos MT Edgecombe     KwaZulu NataKZZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Ackermans Brackenfell   WC          WCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PEP CELL 4627 LOUIS TR  LP          LPZA,GiftCentral Card Issuer (POS),Technology,Technology
Dunns Limpopo Mall      LP          LPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Shoprite Thorntree      SB052683    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
BP THORNTREE            SOSHANGUVE  GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SASOL PROTEA GLEN       Protea Glen ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Checkers Newcastle      SB042672    KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PEP CELL 4869 BOCHUM    LP          LPZA,GiftCentral Card Issuer (POS),Technology,Technology
VALUE CO DBN            PHOENIX     KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Ackermans Tembisa Birc  GP          GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Dunns Thohoyandou       LP          LPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PnP Fam Brits           Brits       NWZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEP CELL 4313 SOWETO D  GP          GPZA,GiftCentral Card Issuer (POS),Technology,Technology
Dunns Witbank           MP          MPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Ackermans  Kwamhlanga   MP          MPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
TotalSports Lebo Mall   LP          LPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
V067-EDG MALL@LEBOWA S B LebowakgomoLPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SuperSpar The Grove     Lowveld     MPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
ENGEN BAKENKOP DIENSTA  Centurion   ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Dunns Parow Centre      WC          WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
BK Comaro Crossing S    Gauteng     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PEP CELL 4960 BENONI    GP          GPZA,GiftCentral Card Issuer (POS),Technology,Technology
CALTEX FERNDALE          FERNDALE    GZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Spar Newtown            Gauteng SoutGSZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
FLM Bank City Eatery    GP          GPZA,GiftCentral Card Issuer (POS),Banking,Banking
CheckersHyper Sandton   SB007329    GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEP CELL 4448 SEBOKENG  GP          GPZA,GiftCentral Card Issuer (POS),Technology,Technology
Refinery Umhlanga       KZ          KZZA,GiftCentral Card Issuer (POS),Healthcare,Healthcare
Ackermans Bronkhrtspru  GP          GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PnP Crp Langeberg Mall  Mossel Bay  WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Kauai Ballito           KZ          KZZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Waltons Ballito         Ballito     KZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SuperSpar Lifestyle     KwaZulu NataKZZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PEP CELL 4955 DIEPSL    GP          GPZA,GiftCentral Card Issuer (POS),Technology,Technology
Ackermans Sundumbili M  KZN         KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PEP CELL 4306 JOHANNES  GP          GPZA,GiftCentral Card Issuer (POS),Technology,Technology
Ackermans Connect Temb  GP          GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PnP Crp Ruimsig         Ruimsig     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Dunns Sebokeng Eyethu   JHB         GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Sportscene Midtown      Rustenburg  GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
MRP Rustenburg Mall     Rustenburg  08ZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Dunns Protea            GP          GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Dunns Mamelodi Mahube   GP          GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Checkers Mokopane       SB001030    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Shoprite Potgietersrus  SB007086    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
WEMBLEY ROADHOUSE63631  Athlone     ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
WOOLWORTHS              CHILLI LANE GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PEP CELL 4542 PTA MAME  GP          GPZA,GiftCentral Card Issuer (POS),Technology,Technology
Spar Hillbrow           Gauteng SoutGSZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Food World Hillbrow     SB000717    GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Footgear Hillbrow       GP          GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEP CELL 4908 JANE F    LP          LPZA,GiftCentral Card Issuer (POS),Technology,Technology
PnP Crp Vaal Mall       VanderbijlprGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SPUR KANSAS             Westville   ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
CINNABON PAVILLION - P  WESTVILLE   ZNZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Shoprite Balfour Mall   SB016465    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
SHELL SUNNY MOTORS      JohannesburgZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Dunns Potgietersrus     LP          LPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Dunns Umtata            EC          ECZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PEP CELL 4373 CLEARY    EC          ECZA,GiftCentral Card Issuer (POS),Technology,Technology
Kwikspar Preller Plein  Free State  FSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
MrPrice Gateway         KZ          KZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Dunns Phillippi         WC          WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Dunns King Williams T   EC          ECZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
CheckersHyper Rustenbr  SB050534    GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
LiquorShop Rustenburg   SB038162    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Dunns Evander           MP          MPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEP CELL 4729 JUBILE    GP          GPZA,GiftCentral Card Issuer (POS),Technology,Technology
CHRISVILLE SERVICE STA TJOHANNESBURG  ZA,GiftCentral Card Issuer (POS),Transportation,Transportation
CALTEX STRAND           UN          WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SOUTHEND ULTIMART 4332  STRAND      WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
GORDON BAY SUPERMARKET  JohannesburgGPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SuperSpar Malvern Mark  Gauteng SoutGSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
KFC Koormia Constantia  Gauteng     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Ackermans Con Rustenbu  NW          NWZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Ackermans Connect Secu  MP          MPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
CALTEX BLUFF SERVICE S  Bluff       ZAZA,GiftCentral Card Issuer (POS),Transportation,Transportation
FLM William Nicol       Gauteng SoutGSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CARDIES NICOLWAY        JohannesburgZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Shoprite Mankweng       SB047923    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Dunns Mitchells Plain   WC          WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Shoprite RichardsBay    SB002191    KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Ackermans C Soweto Jab  JHB         GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Shoprite Arcadia        SB000709    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PnP Crp Philip Nel      Pretoria    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
KwikSpar Columba        Gauteng NortGNZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CheckersHyper Tokai     SB006551    WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Shoprite Wholesale Cas  SB083971    WCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Ackermans Magadlela Ce  EC          ECZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
ONE STOP CELLAR  12435  CENTURION   GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
CHICKEN LICKEN CENTURI OCENTURION   GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Ackermans Con Tembisa   GP          GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Dunns African Junction  GP          GPZA,GiftCentral Card Issuer (POS),Banking,Banking
PEP CELL 4587 BURGERSF  MP          MPZA,GiftCentral Card Issuer (POS),Technology,Technology
PnP Crp Kwa Guqa        Witbank     MPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
NANDOS           10528  KLERKSDORP  NWZA,GiftCentral Card Issuer (POS),Tourism,Tourism
The Showroom            JohannesburgGPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Yoco   *Extreme Liquor  Roodepoort  GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Game Mamelodi           Mamelodi    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
CheckersHyper Sandown   SB030732    WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Ackermans Dr Pixley     KZN         KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Checkers Louis Trichar  SB085363    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Ackermans Connect Katl  JHB         GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Ackermans Hluhluwe      KZ          KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Ackermans C Tugela Fe   KZN         KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Ackermans Polokwane S   LP          LPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
SAVE CASH AND CARRY  C  PIETERMARITZGPZA,GiftCentral Card Issuer (POS),Banking,Banking
Tops Selgro             KwaZulu NataKZZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Checkers Vryheid        SB050550    KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Pep Cell 4673 Queensto  EC          ECZA,GiftCentral Card Issuer (POS),Technology,Technology
Ackermans C Westgate    JHB         GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Identity 0229           GP          GPZA,GiftCentral Card Issuer (POS),Technology,Technology
Nandos Krugersdorp S    Gauteng     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PnP Crp Key West        Krugersdorp GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CHICKEN LICKEN KEY WES  KRUGERSDORP GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
PEP CELL 4677 DUNOON    CT          WCZA,GiftCentral Card Issuer (POS),Technology,Technology
Ackermans Braamfontein  GP          GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
TAKE  &  PAY FOODTOWN   Chatsworth  ZAZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
ME Britz Holdings       PRETORIA    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Ackermans Connect Germ  GP          GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Dunns Khayelitsha 2     WC          WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Ackermans  Ekhaya Mall  MP          MPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Dunns Tonga Mall        MP          MPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEP CELL 4568 HAMMARSD  KZ          KZZA,GiftCentral Card Issuer (POS),Technology,Technology
MAMELODI PHARMACY       MAMELODI    GPZA,GiftCentral Card Issuer (POS),Healthcare,Healthcare
Shoprite Mamelodi       SB041579    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
UITKYK  VLEISMARK COB   PRETORIA    PTZA,GiftCentral Card Issuer (POS),Tourism,Tourism
HANDY BAZZAR             KAREN PARK  GZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Boxer Spr Denlyn Centr  Mamelodi WesGPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Dunns Mafikeng Station  NW          NWZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SASOL ORMONDE FORECO    JohannesburgGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEP CELL KING WILLIA    EC          ECZA,GiftCentral Card Issuer (POS),Technology,Technology
Ackermans Paulpieters   KZN         KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Ackermans C Greenacres  EC          ECZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PEP CELL 4432 ERMELO M  GP          GPZA,GiftCentral Card Issuer (POS),Technology,Technology
Dunns Belfast           MP          MPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Ackermans Sunward Park  GP          GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
S2S*Solomon T shop      Johannesburg  ZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Shoprite Symons Street  SB006616    KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Game Benoni             Benoni      GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Ackermans Bushbuckrice  MP          MPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
KwikSpar On Kloof       Western CapeWCZA,GiftCentral Card Issuer (POS),Banking,Banking
Foschini Golden Acre    CPT         WCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Dunns Cosmo Mall        GP          GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
